score,key,from_version,to_version,similarity,edge_lost,edge_gained,euphemism_hits,old_preview,new_preview
19.26,Shubin_Industrial_HandMining_Stanton_E_PlanetarySystem_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.4984,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be a wise ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
18.76,Shubin_Industrial_ShipMining_Nyx_VE_Local_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5111,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
18.76,Shubin_Industrial_ShipMining_Pyro_VE_Local_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5111,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
18.76,Shubin_Industrial_ShipMining_Stanton_VE_Local_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5109,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
16.52,Shubin_Industrial_GroundVehicle_Nyx_VH_Interstellar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5671,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at"
16.52,Shubin_Industrial_GroundVehicle_Pyro_VH_Interstellar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5671,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at"
16.52,Shubin_Industrial_GroundVehicle_Stanton_VH_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5671,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at"
16.51,Shubin_Industrial_HandMining_Pyro_Nyx_VH_Interstellar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5672,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*: |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attemp"
16.51,Shubin_Industrial_HandMining_Stanton_VH_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5672,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*: |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attemp"
16.49,Shubin_Industrial_HandMining_Nyx_S_Interstellar_Desc,4.6.0-LIVE,4.6.0-PTU,0.5678,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attem"
16.49,Shubin_Industrial_HandMining_Pyro_S_Interstellar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5678,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attem"
16.49,Shubin_Industrial_HandMining_Stanton_S_Solar_Desc,4.6.0-LIVE,4.6.0-PTU,0.5678,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the ","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attem"
16.41,Badge_CleanAir_Personal_T4_Desc,4.6.0-LIVE,4.6.0-PTU,0.5697,,,,"You've been awarded: Perseus Alliance Aid Camo, ParaMed AA Support Device, and Item Fabricator (Upon Release) | ",You have been awarded: Perseus Alliance Aid Camo Livery
15.73,Shubin_Industrial_GroundVehicle_Pyro_M_PlanetarySystem_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5866,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of materials. We appreciate your help in this matter. |  | ~~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this is a p","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstella"
15.73,Shubin_Industrial_GroundVehicle_Stanton_H_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5866,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of materials. We appreciate your help in this matter. |  | ~~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this is a p","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstella"
15.62,Shubin_Industrial_HandMining_Pyro_M_DiscoverPlanetary_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5896,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of materials. We appreciate your help in this matter. |  | ~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this is a pu","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
15.62,Shubin_Industrial_HandMining_Stanton_M_DiscoverPlanetary_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.5896,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of materials. We appreciate your help in this matter. |  | ~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this is a pu","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
14.46,Shubin_Industrial_ShipMining_Nyx_M_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.6184,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter. |  | ~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
14.46,Shubin_Industrial_ShipMining_Pyro_M_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.6184,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter. |  | ~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
14.46,Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001,4.6.0-LIVE,4.6.0-PTU,0.6184,,,,"POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter. |  | ~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | Since this","POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c"
49.48,Journal_General_FrontendNewspaperHeadlines_Content,4.6.0-PTU,4.7.0-LIVE,0.043,kill,,,"New United | Release Edition 4.6.0 |  | FAULTY FILTER TO BLAME FOR MYSTERIOUS AILMENT | Deadly ‘Molina Mold’ contaminates Levski station in Nyx System. |  | Following weeks of reports of a new unknown illness afflicting the residents of Levski, the source has been confirmed as a new species of mold whose airborne spores cause potentially fatal fungal infections in Humans. The source of the mold growth was tra","VOX POPULI | Release Edition 4.7.0 |  | UEE INTERSYSTEM COMM NETWORK HACKED  | Another rushed initiative by the crumbling empire once again proves an unacceptable lack of forethought and basic governance.   |  | Seemingly having learned nothing from the botched introduction of regen tech, Imperator Addison and her over-eager administration had only just finished implementing a full overhaul of the comm networ"
37.93,Nyx1_Desc,4.6.0-PTU,4.7.0-LIVE,0.0316,,,,Nyx I is a coreless world that has been mined clean.  | ,"[NOT CURRENTLY ACCESSIBLE] Nyx I is a coreless planet that orbits closest to the sun in the Nyx system. Once considered impossible to terraform, Nyx I has undergone a drastic transformation thanks to new experimental technology developed by Genesis Terraforming."
35.6,Shubin_Industrial_ShipMining_Pyro_VE_Local_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.0899,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be"
35.47,Shubin_Industrial_ShipMining_Nyx_E_Local_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.0932,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be"
35.47,Shubin_Industrial_ShipMining_Pyro_E_Local_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.0932,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be"
35.47,Shubin_Industrial_ShipMining_Stanton_E_Local_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.0932,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstellar c","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of refined materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be"
35.01,Shubin_Industrial_ShipMining_S_Org_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1047,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar values the continuous and consistent deliveries of ore that you have provided and now wishes for you to push your performance further. |  | We are in need of a vast amount of ore, ranging from common to rare. A variety of different methods will need to be employed to gather these resources and mos","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. This purchase order is more complex than typical, requiring multiple mining methods, but since you've proven your skill thus far, we think you and your team are up for the challenge. |  | Reminder, <EM4>materials must be "
35.01,Shubin_Industrial_ShipMining_VH_Org_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1047,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Ship Mining |  | TERMS*:  |  | Shubin Interstellar values the continuous and consistent deliveries of ore that you have provided and now wishes for you to push your performance further. |  | We are in need of a vast amount of ore, ranging from common to rare. A variety of different methods will need to be employed to gather these resources and mos","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. This purchase order is more complex than typical, requiring multiple mining methods, but since you've proven your skill thus far, we think you and your team are up for the challenge. |  | Reminder, <EM4>materials must be "
34.83,Shubin_Industrial_HandMining_Pyro_Nyx_VH_Interstellar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1091,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*: |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attemp","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.83,Shubin_Industrial_HandMining_Stanton_VH_Solar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1091,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*: |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attemp","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.81,Shubin_Industrial_GroundVehicle_Nyx_VH_Interstellar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1098,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.81,Shubin_Industrial_GroundVehicle_Pyro_VH_Interstellar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1098,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.81,Shubin_Industrial_GroundVehicle_Stanton_VH_Solar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1098,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and at","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.8,Shubin_Industrial_HandMining_Nyx_S_Interstellar_Desc,4.6.0-PTU,4.7.0-LIVE,0.1099,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attem","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
34.8,Shubin_Industrial_HandMining_Pyro_S_Interstellar_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.1099,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Hand Mining |  | TERMS*:  |  | Shubin Interstellar is in need of some extremely valuable ore, located in <EM4>~mission(System)</EM4>. |  | Our surveyors have reported that the now defunct Hathor Group were able to access this ore on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the Platform Alignment Facilities (PAF) and attem","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Shubin Interstellar is currently looking to fulfil another purchase order for rare materials. We appreciate your help in this matter. |  | There are only a few known locations where these materials can be sourced, mainly from now defunct Hathor Group sites on <EM4>Daymar and Aberdeen</EM4>. Our suggestion would be to head to the "
